DBN,School Name,Cohort Year,Total Cohort Num,Total Grads Num,Pct of cohort achieving APM,pct grad 
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2006,78,43,9.00%,0.551282051
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2007,77,41,6.50%,0.532467532
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,124,53,13.70%,0.427419355
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,150,99,12.70%,0.66
01M509,MARTA VALLE SECONDARY SCHOOL,2006,84,47,16.70%,0.55952381
01M509,MARTA VALLE SECONDARY SCHOOL,2007,95,47,6.30%,0.494736842
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2006,193,105,32.60%,0.544041451
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2007,235,74,19.10%,0.314893617
01M539,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2006,46,46,91.30%,1
01M539,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH SCHOOL",2007,128,122,77.30%,0.953125
01M650,CASCADES HIGH SCHOOL,2006,89,49,10.10%,0.550561798
01M650,CASCADES HIGH SCHOOL,2007,118,45,3.40%,0.381355932
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2006,139,134,71.20%,0.964028777
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2007,125,122,74.40%,0.976
02M047,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,25,19,s,0.76
02M047,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,23,16,s,0.695652174
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,102,91,13.70%,0.892156863
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,90,69,8.90%,0.766666667
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,75,58,18.70%,0.773333333
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,82,61,8.50%,0.743902439
02M298,PACE HIGH SCHOOL,2006,92,78,30.40%,0.847826087
02M298,PACE HIGH SCHOOL,2007,94,86,28.70%,0.914893617
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,80,49,15.00%,0.6125
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,86,47,16.30%,0.546511628
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,61,46,4.90%,0.754098361
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,59,37,13.60%,0.627118644
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,68,46,7.40%,0.676470588
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,63,46,6.30%,0.73015873
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2006,72,53,6.90%,0.736111111
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2007,61,37,3.30%,0.606557377
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,93,68,3.20%,0.731182796
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,72,53,1.40%,0.736111111
02M394,EMMA LAZARUS HIGH SCHOOL,2006,10,0,s,0
02M394,EMMA LAZARUS HIGH SCHOOL,2007,14,1,s,0.071428571
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,352,262,34.70%,0.744318182
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,340,273,36.80%,0.802941176
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,80,74,31.30%,0.925
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,100,90,31.00%,0.9
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,105,103,70.50%,0.980952381
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,106,105,81.10%,0.990566038
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,124,113,56.50%,0.911290323
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,137,124,70.10%,0.905109489
02M414,NYC MUSEUM SCHOOL,2006,106,100,20.80%,0.943396226
02M414,NYC MUSEUM SCHOOL,2007,98,94,41.80%,0.959183673
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,127,127,81.10%,1
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,114,114,87.70%,1
02M418,MILLENNIUM HIGH SCHOOL,2006,150,145,64.70%,0.966666667
02M418,MILLENNIUM HIGH SCHOOL,2007,146,134,65.80%,0.917808219
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,341,280,26.40%,0.82111437
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,358,283,23.70%,0.790502793
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,144,78,12.50%,0.541666667
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,151,106,13.20%,0.701986755
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,365,139,5.20%,0.380821918
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,292,84,6.80%,0.287671233
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,443,230,5.40%,0.519187359
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,407,188,4.40%,0.461916462
02M475,STUYVESANT HIGH SCHOOL,2006,787,774,98.20%,0.983481576
02M475,STUYVESANT HIGH SCHOOL,2007,784,761,96.20%,0.970663265
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,177,136,29.90%,0.768361582
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,192,154,30.70%,0.802083333
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2006,53,39,1.90%,0.735849057
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2007,59,34,0.00%,0.576271186
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,136,126,33.10%,0.926470588
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,85,79,40.00%,0.929411765
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,637,359,17.60%,0.563579278
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,562,328,16.40%,0.583629893
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,148,96,19.60%,0.648648649
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,186,100,13.40%,0.537634409
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,49,42,4.10%,0.857142857
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2007,39,32,0.00%,0.820512821
02M542,MANHATTAN BRIDGES HIGH SCHOOL,2006,111,77,11.70%,0.693693694
02M542,MANHATTAN BRIDGES HIGH SCHOOL,2007,116,80,9.50%,0.689655172
02M543,NEW DESIGN HIGH SCHOOL,2006,101,68,7.90%,0.673267327
02M543,NEW DESIGN HIGH SCHOOL,2007,89,63,7.90%,0.707865169
02M544,INDEPENDENCE HIGH SCHOOL,2006,145,25,2.10%,0.172413793
02M544,INDEPENDENCE HIGH SCHOOL,2007,225,42,0.90%,0.186666667
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2006,54,50,74.10%,0.925925926
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2007,77,71,59.70%,0.922077922
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2006,97,48,14.40%,0.494845361
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2007,83,37,14.50%,0.445783133
02M551,NEW YORK HARBOR SCHOOL,2006,77,62,9.10%,0.805194805
02M551,NEW YORK HARBOR SCHOOL,2007,90,61,5.60%,0.677777778
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2006,260,118,18.50%,0.453846154
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2007,355,141,20.60%,0.397183099
02M580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2006,134,87,20.10%,0.649253731
02M580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2007,126,67,10.30%,0.531746032
02M586,HARVEY MILK HIGH SCHOOL,2006,30,12,s,0.4
02M586,HARVEY MILK HIGH SCHOOL,2007,31,10,s,0.322580645
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,2006,416,365,34.90%,0.877403846
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,2007,384,324,43.20%,0.84375
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2006,173,83,4.60%,0.479768786
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2007,153,70,5.90%,0.45751634
02M620,NORMAN THOMAS HIGH SCHOOL,2006,464,222,3.40%,0.478448276
02M620,NORMAN THOMAS HIGH SCHOOL,2007,552,272,3.80%,0.492753623
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,407,202,4.90%,0.496314496
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2007,401,213,4.50%,0.53117207
02M630,ART AND DESIGN HIGH SCHOOL,2006,320,216,13.80%,0.675
02M630,ART AND DESIGN HIGH SCHOOL,2007,274,201,19.00%,0.733576642
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,118,94,9.30%,0.796610169
02M655,LIFE SCIENCES SECONDARY SCHOOL,2007,113,82,14.20%,0.725663717
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,74,41,5.40%,0.554054054
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2007,91,25,1.10%,0.274725275
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,89,55,4.50%,0.617977528
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2007,87,42,3.40%,0.482758621
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,100,60,5.00%,0.6
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2007,95,68,9.50%,0.715789474
03M404,INNOVATION DIPLOMA PLUS,2006,39,11,s,0.282051282
03M404,INNOVATION DIPLOMA PLUS,2007,131,29,1.50%,0.221374046
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,127,71,8.70%,0.559055118
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2007,122,73,6.60%,0.598360656
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,521,185,3.60%,0.355086372
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2007,452,145,3.10%,0.32079646
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,646,627,75.40%,0.970588235
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2007,601,586,84.50%,0.975041597
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,107,81,9.30%,0.757009346
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2007,102,71,16.70%,0.696078431
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,137,86,12.40%,0.627737226
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,142,101,12.70%,0.711267606
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,200,55,2.00%,0.275
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2007,238,59,2.90%,0.24789916
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,90,84,75.60%,0.933333333
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2007,112,97,53.60%,0.866071429
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,54,40,11.10%,0.740740741
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2007,64,42,14.10%,0.65625
04M099,JULIA DE BURGOS EDUCATION COMPLEX,2006,1,0,s,0
04M117,TITO PUENTE EDUCATION COMPLEX,2006,1,0,s,0
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,2006,76,50,3.90%,0.657894737
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2006,381,334,55.60%,0.87664042
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2007,388,344,54.40%,0.886597938
04M495,PARK EAST HIGH SCHOOL,2006,92,53,5.40%,0.576086957
04M495,PARK EAST HIGH SCHOOL,2007,84,60,8.30%,0.714285714
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2006,55,55,41.80%,1
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2007,64,63,29.70%,0.984375
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2006,75,31,4.00%,0.413333333
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2007,98,42,2.00%,0.428571429
04M680,HERITAGE SCHOOL (THE),2006,75,42,9.30%,0.56
04M680,HERITAGE SCHOOL (THE),2007,77,1,s,0.012987013
04M695,URBAN PEACE ACADEMY,2006,45,35,8.90%,0.777777778
05M172,POWELL MIDDLE SCHOOL FOR LAW AND SOCIAL JUST,2007,1,0,s,0
05M285,HARLEM RENAISSENCE HIGH SCHOOL,2006,81,10,s,0.12345679
05M285,HARLEM RENAISSENCE HIGH SCHOOL,2007,89,16,s,0.179775281
05M304,MOTT HALL HIGH SCHOOL,2006,96,67,14.60%,0.697916667
05M304,MOTT HALL HIGH SCHOOL,2007,93,62,4.30%,0.666666667
05M367,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,2007,53,42,7.50%,0.79245283
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2006,62,43,9.70%,0.693548387
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2007,70,47,2.90%,0.671428571
05M469,CHOIR ACADEMY OF HARLEM,2006,39,22,0.00%,0.564102564
05M469,CHOIR ACADEMY OF HARLEM,2007,45,30,0.00%,0.666666667
05M499,FREDERICK DOUGLASS ACADEMY,2006,259,214,45.90%,0.826254826
05M499,FREDERICK DOUGLASS ACADEMY,2007,204,182,42.20%,0.892156863
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH,2006,95,65,17.90%,0.684210526
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH,2007,95,71,28.40%,0.747368421
05M692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2006,106,101,94.30%,0.952830189
05M692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2007,111,103,91.90%,0.927927928
06M293,CITY COLLEGE ACADEMY OF THE ARTS,2007,1,0,s,0
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,2007,2,0,s,0
06M462,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,2006,185,137,9.70%,0.740540541
06M462,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,2007,169,105,17.20%,0.621301775
06M463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2006,161,101,6.20%,0.627329193
06M463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2007,149,72,5.40%,0.483221477
06M467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2006,171,122,9.40%,0.713450292
06M467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2007,174,125,6.90%,0.718390805
06M468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2006,158,88,13.30%,0.556962025
06M468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2007,175,81,12.00%,0.462857143
06M540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2006,267,190,23.20%,0.711610487
06M540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2007,327,265,24.80%,0.810397554
06M552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMAT,2006,91,74,12.10%,0.813186813
06M552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMAT,2007,89,54,11.20%,0.606741573
07X221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2006,80,64,12.50%,0.8
07X221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2007,66,55,10.60%,0.833333333
07X222,DR. MARIO SALVADORI SCHOOL,2006,1,0,s,0
07X321,CROTONA ACADEMY HIGH SCHOOL,2006,56,8,s,0.142857143
07X321,CROTONA ACADEMY HIGH SCHOOL,2007,49,3,s,0.06122449
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2006,10,1,s,0.1
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2007,5,2,s,0.4
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2006,50,5,s,0.1
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2007,92,10,s,0.108695652
07X381,BRONX HAVEN HIGH SCHOOL,2006,11,8,s,0.727272727
07X381,BRONX HAVEN HIGH SCHOOL,2007,71,3,s,0.042253521
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,69,44,0.00%,0.637681159
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2007,85,43,2.40%,0.505882353
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2006,61,51,41.00%,0.836065574
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2007,87,67,26.40%,0.770114943
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,136,82,14.00%,0.602941176
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2007,109,59,4.60%,0.541284404
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2006,102,74,9.80%,0.725490196
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2007,109,62,1.80%,0.568807339
07X547,NEW EXPLORERS HIGH SCHOOL,2006,81,36,4.90%,0.444444444
07X547,NEW EXPLORERS HIGH SCHOOL,2007,82,41,0.00%,0.5
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2006,82,65,2.40%,0.792682927
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2007,82,65,14.60%,0.792682927
07X551,BRONX ACADEMY OF LETTERS,2006,76,56,9.20%,0.736842105
07X551,BRONX ACADEMY OF LETTERS,2007,89,73,15.70%,0.820224719
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2006,267,109,2.20%,0.4082397
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2007,264,114,5.30%,0.431818182
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,2006,357,173,2.20%,0.484593838
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,2007,294,105,2.00%,0.357142857
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,134,93,14.20%,0.694029851
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,2007,154,109,7.80%,0.707792208
08X192,PIAGENTINI-JONES SCHOOL,2006,2,0,s,0
08X192,PIAGENTINI-JONES SCHOOL,2007,1,0,s,0
08X282,WOMEN'S ACADEMY OF EXCELLENCE,2006,75,50,13.30%,0.666666667
08X282,WOMEN'S ACADEMY OF EXCELLENCE,2007,65,57,6.20%,0.876923077
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,117,77,8.50%,0.658119658
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,126,85,6.30%,0.674603175
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,121,49,2.50%,0.404958678
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,123,60,3.30%,0.487804878
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,101,57,6.90%,0.564356436
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,108,50,3.70%,0.462962963
08X312,MILLENIUM ART ACADEMY,2006,108,63,6.50%,0.583333333
08X312,MILLENIUM ART ACADEMY,2007,115,72,5.20%,0.626086957
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,89,51,12.40%,0.573033708
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,104,54,2.90%,0.519230769
08X377,BRONX COMMUNITY HIGH SCHOOL,2006,79,10,s,0.126582278
08X377,BRONX COMMUNITY HIGH SCHOOL,2007,107,15,s,0.140186916
08X405,HERBERT H LEHMAN HIGH SCHOOL,2006,"1,092",487,16.60%,0.445970696
08X405,HERBERT H LEHMAN HIGH SCHOOL,2007,982,453,13.00%,0.461303462
08X450,ADLAI E. STEVENSON HIGH SCHOOL,2006,7,0,s,0
08X452,BRONX GUILD HIGH SCHOOL,2006,64,40,1.60%,0.625
08X452,BRONX GUILD HIGH SCHOOL,2007,85,56,1.20%,0.658823529
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,2006,99,52,0.00%,0.525252525
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,2007,81,43,3.70%,0.530864198
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2006,89,44,1.10%,0.494382022
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2007,126,53,0.80%,0.420634921
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,2006,141,28,0.00%,0.19858156
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,2007,176,31,0.00%,0.176136364
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2006,419,180,6.40%,0.429594272
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2007,362,137,4.70%,0.378453039
08X686,NEW SCHOOL FOR ARTS AND SCIENCES,2006,1,0,s,0
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2006,96,55,2.10%,0.572916667
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2007,91,41,1.10%,0.450549451
09X231,EAGLE ACADEMY FOR YOUNG MEN,2006,100,63,14.00%,0.63
09X231,EAGLE ACADEMY FOR YOUNG MEN,2007,117,82,10.30%,0.700854701
09X239,URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO,2006,74,31,2.70%,0.418918919
09X239,URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO,2007,83,33,6.00%,0.397590361
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,2007,71,65,32.40%,0.915492958
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2006,60,36,15.00%,0.6
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2007,57,38,15.80%,0.666666667
09X252,MOTT HALL BRONX HIGH SCHOOL,2006,107,83,2.80%,0.775700935
09X252,MOTT HALL BRONX HIGH SCHOOL,2007,101,85,7.90%,0.841584158
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2006,100,88,59.00%,0.88
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2007,99,77,35.40%,0.777777778
09X263,VALIDUS PREPARATORY ACADEMY,2006,120,90,3.30%,0.75
09X263,VALIDUS PREPARATORY ACADEMY,2007,102,58,2.00%,0.568627451
09X276,LEADERSHIP INSTITUTE,2006,67,36,7.50%,0.537313433
09X276,LEADERSHIP INSTITUTE,2007,86,50,7.00%,0.581395349
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2006,99,67,10.10%,0.676767677
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2007,106,58,7.50%,0.547169811
09X329,DREAMYARD PREPARATORY SCHOOL,2006,93,40,10.80%,0.430107527
09X329,DREAMYARD PREPARATORY SCHOOL,2007,90,35,1.10%,0.388888889
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,2007,90,61,5.60%,0.677777778
09X403,BRONX INTERNATIONAL HIGH SCHOOL,2006,88,58,9.10%,0.659090909
09X403,BRONX INTERNATIONAL HIGH SCHOOL,2007,104,61,12.50%,0.586538462
09X404,SCHOOL FOR EXCELLENCE,2006,108,59,5.60%,0.546296296
09X404,SCHOOL FOR EXCELLENCE,2007,125,74,7.20%,0.592
09X412,BRONX HIGH SCHOOL OF BUSINESS,2006,110,54,10.00%,0.490909091
09X412,BRONX HIGH SCHOOL OF BUSINESS,2007,122,56,4.90%,0.459016393
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2006,103,86,34.00%,0.834951456
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2007,70,54,25.70%,0.771428571
09X414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,2006,123,56,6.50%,0.455284553
09X414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,2007,132,49,4.50%,0.371212121
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,2006,122,94,6.60%,0.770491803
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,2007,99,65,8.10%,0.656565657
09X517,FREDERICK DOUGLAS ACADEMY III SECONDARY SCHOOL,2006,87,68,16.10%,0.781609195
09X517,FREDERICK DOUGLAS ACADEMY III SECONDARY SCHOOL,2007,89,63,6.70%,0.707865169
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2006,178,122,15.20%,0.685393258
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2007,166,106,8.40%,0.638554217
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2006,47,37,8.50%,0.787234043
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2007,50,33,4.00%,0.66
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2006,135,117,26.70%,0.866666667
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2007,160,138,28.10%,0.8625
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2006,73,55,15.10%,0.753424658
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2007,97,63,10.30%,0.649484536
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2006,62,58,19.40%,0.935483871
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2007,85,72,28.20%,0.847058824
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2006,67,49,1.50%,0.731343284
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2007,79,44,2.50%,0.556962025
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2006,72,35,6.90%,0.486111111
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2007,72,39,8.30%,0.541666667
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,118,67,3.40%,0.56779661
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,135,76,7.40%,0.562962963
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,99,58,8.10%,0.585858586
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,98,60,11.20%,0.612244898
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,113,24,0.90%,0.212389381
